ID,RID,SEQ,CHOICE,C1,TT1,IMG1,IMG_LAT1,IMG_LNG1,ANGLE_FROM_NORTH_IMG1,IMG_YEAR1,IMG_MONTH1,C2,TT2,IMG2,IMG_LAT2,IMG_LNG2,ANGLE_FROM_NORTH_IMG2,IMG_YEAR2,IMG_MONTH2,AGE,GENDER,PROVINCE,POSTCODE,POSTCODE_L,MODE,CAT,TT_CAT,TR_DAYS,IMP_IMG,IMP_HHC,IMP_TTI,NGBH_SC,HOUSE_TYPE,HH_COMP,HH_COST,train,test,nontrader_C
0,28,1,1,150,10,8ko0Vel43aJBDl-48NkKqwb.png,52.27533922,4.636060926,219.526,2021,12,75,-5,NzTUsodonxIW9aDoc4LD8wa.png,52.40768148,5.299636247,54.193,2020,6,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
1,28,2,2,-150,0,brfU3hevN7QoMJNJrd3nYga.png,52.37909358,4.811757996,18.665,2019,7,0,15,O2fOl9viuzws77qCWtEs-Ab.png,52.30813361,4.956071616,149.457,2021,9,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
2,28,3,2,-150,-5,4pfnuxZtXpA5RdssV_5p9Aa.png,51.48149168,3.64227792,-43.538,2021,11,75,5,nhe65eyYK0iMexfhQvYXkQa.png,52.35649687,5.989611181,89.97,2022,3,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
3,28,4,1,0,15,u-DtLjThHebnh2l16UleVga.png,52.62511785,6.040069942,72.825,2020,8,-225,0,Ck8BQpQ_yT75Zf8_gMrXIAa.png,52.0012557,6.120890423,84.354,2021,4,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
4,28,5,2,-225,-10,aqP5K-C2LdxZiNKLvsuHjAb.png,52.72868503,4.961195784,251.6,2019,3,75,0,b29mzAI1hOJE7Jq325Onzga.png,51.20725542,6.006977148,57.639,2020,9,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
5,28,6,2,-150,-10,o8ePdQIwzX6y7o0i4UmBOQb.png,52.3809078,4.855709409,221.32,2020,6,0,15,cZBI0ohrlMcrAvBgd0bZUAb.png,52.20942772,6.872406188,251.571,2022,3,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
6,28,7,1,0,0,IZT7zXRgx2rq76h2zmIeiAb.png,52.43461426,5.000153632,148.419,2021,7,-150,10,hVlkyLaf8yxdwPWMwVnzaAb.png,53.19103157,5.788157139,221.767,2020,7,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
7,28,8,2,-225,-10,6NxaOQXOBwJKpHQTnI5Eogb.png,52.31043912,4.960474257,239.832,2020,7,-75,15,tzlwnUZBxbreDqg3zJ1p6Aa.png,51.18893408,5.986663117,-12.703,2021,6,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
8,28,9,2,150,0,zj5TDpJQTZMQ8PUaYeDu9gb.png,51.24447588,5.666650624,142.023,2019,4,75,5,fTxSPVIu3rj13fTE5Ulb-Qb.png,51.8359389,5.893370609,194.02,2021,8,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,1,0,0
9,28,10,1,0,-5,ixt4ifK05r_9M-rxbb4UqQb.png,52.36857042,4.868048933,249.837,2021,3,225,-10,MeXM0j99XewBzXs5oFNMFgb.png,51.48726752,5.464473466,191.168,2020,9,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,0,0,0
10,28,11,2,-75,-10,6KIEi-C4dOGB6xWT_ZpRNgb.png,51.66327911,4.095182798,202.926,2022,4,75,0,Jqc0wrtzfrqDc5R4OFWhHwb.png,51.63917259,5.229750902,219.509,2019,3,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,0,1,0
11,28,12,2,-225,-10,npQVs4hRC5E9rwSAZleuGAa.png,51.54725966,4.947007974,80.188,2019,4,225,5,AGiyf1bjC4ckZMhVjria3wb.png,51.44542285,5.451366831,162.326,2021,7,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,0,1,0
12,28,13,1,0,-15,LGprLbxWr9ORtWPMHtdQUwb.png,51.00160043,5.899072575,115.234,2020,9,-75,15,OUoSM4s6BAzK8McAnQLBYgb.png,51.48736654,3.596310278,259.091,2021,7,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,0,1,0
13,28,14,1,150,10,nJb_ZBD2DxOyOftryLnsxQa.png,52.20457008,6.969569973,19.576,2020,12,225,-5,p9MxSlcbbu31tMJbnpe9wQb.png,52.37224451,4.89951363,122.592,2019,5,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,0,1,0
14,28,15,1,0,15,QMv1Amoh2VnS0MRj27nrMQa.png,51.46229841,5.495234545,-76.626,2020,7,-75,-10,PZPZObIDcCwEu3q5JUwEnwa.png,53.18762199,5.826795275,73.233,2020,8,4,2,8,1946,a,3,4,4,3,8,8,8,2,2,3,1,0,1,0
15,29,1,1,0,10,0cETpqVcBTF3vj9PRKlK2gb.png,51.92240445,4.60429002,227.201,2021,3,150,-5,oY3wfwo5Ysww9LQ-7Lhxywb.png,51.7026847,4.886506348,102.545,2021,7,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,1,0
16,29,2,1,150,0,fHLIJrtMKJJ1ttK2KpTgWQa.png,52.33777553,4.791531981,55.572,2019,6,-75,5,dfIrJxD6Ekv-W5on8hJ7MAa.png,53.08557249,6.87148238,-67.665,2019,5,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,1,0
17,29,3,1,150,10,dYVfXqTh7DqUETorXPUODwb.png,51.49387809,5.391288832,169.181,2022,5,75,0,k5cSRk-cEP1t2a7eB60Zxga.png,50.94967936,5.815225634,38.277,2019,5,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,1,0,0
18,29,4,1,0,-5,cGc21ngfZIA8Deum0CAQjAa.png,52.36989577,5.249268403,46.782,2019,5,225,10,4VdsC8yBbW5nqpMjngsQTwa.png,52.3013832,4.915946069,-5.043,2021,12,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,1,0,0
19,29,5,1,150,5,SeIx3fF_aCq92fDnNzAi8Qb.png,52.3445912,4.863049342,166.268,2019,7,-225,15,gqT7gSC37sHNRYkrlBGXGgb.png,52.37446843,4.844474326,90.648,2019,6,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,1,0
20,29,6,1,75,5,E0vzFf5PcH2cVRPxXMX_OQa.png,52.33724836,5.537281884,71.918,2020,10,-225,0,SeN7CUBd4_ziOfMIblxXpgb.png,52.58767766,6.277027533,155.602,2021,6,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,1,0
21,29,7,2,-75,-5,DhIf1_isS3dWb4mne6vIKAb.png,52.21081569,5.15320829,120.964,2020,12,0,15,nDZkoy1B9NKW6m4P-vfUzgb.png,52.29148628,4.575255128,107.59,2021,9,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,1,0
22,29,8,1,-225,-5,LdLs9UlHoaaE_DCqoPomaAa.png,51.94627831,6.000542855,74.445,2021,6,-75,0,OJ5v3pOHzK5nDS3ZO3H1vQb.png,51.90625997,4.412775347,235.746,2019,3,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,1,0,0
23,29,9,2,-225,15,4TulIr7rzMQRH6EOJ4g1tgb.png,52.31435156,4.974144962,149.366,2020,11,225,0,PL4CyCOQCcRl76-6kRjmhAb.png,52.01568777,5.434917574,103.947,2022,6,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,1,0
24,29,10,2,-150,10,-wXHs5L6AB_rTVPK-okVWQa.png,52.29755015,4.986799506,-18.003,2020,7,-225,15,XwdHiIOTzAqvpXZYvudF3wa.png,52.93887952,6.606590111,-28.793,2021,8,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,0,0
25,29,11,2,-150,15,ZKRQnygDAKDMvyMyJMnEWwa.png,52.21498585,6.878923869,22.333,2021,8,150,0,94OjEHIvgbAnti8xPUmGoQb.png,51.25883836,5.710417147,227.251,2021,5,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,1,0,0
26,29,12,2,-225,5,ensco25s0tZQ2BUZHy0bLAb.png,52.75766772,6.719094692,176.277,2022,4,-150,10,N6d1RQmKWmVYut0Og-DdKAa.png,52.19236526,4.492620748,82.651,2020,8,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,1,0,0
27,29,13,1,75,5,JjNJhQNEedRHM0m0v9HWHAa.png,52.71801082,5.266614556,-88.069,2019,4,-225,-5,btQXymXtox2VSqpd7ZqiyAa.png,52.31943209,4.980605369,42.294,2022,1,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,1,0,0
28,29,14,1,-225,15,xxvDGOME7InMdLs60CmvDga.png,52.21397328,6.958200523,8.425,2019,4,75,10,zTn7Kd6TOOt8PrRZpFG-iQb.png,51.13235418,6.079110813,157.778,2019,5,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,0,1,0
29,29,15,2,75,15,u5569MOiYkfRNmjMGhZ5wQa.png,51.54592498,4.947180407,87.831,2019,4,-150,10,Yrbiv5FohvZAPPDtxYogegb.png,52.21367976,6.879055958,195.804,2020,11,5,2,7,5622,J,4,2,2,6,7,7,7,3,2,2,1,1,0,0
30,38,1,1,-150,5,JMQw1bq9K8OUjugXMX118gb.png,52.71428295,4.68345266,98.617,2021,4,0,10,S7vmZRm8xLCwDao3QYlntga.png,50.94111836,5.884644216,-57.455,2020,9,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,1,0,1
31,38,2,2,0,15,JdFu3qOcd3hM4HvAIFWtOQa.png,52.30408398,4.632406387,-50.082,2021,4,-225,0,gqsiolbW3V5DcJgm9YYzRwa.png,52.68849701,5.970420561,-20.987,2019,3,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,1,0,1
32,38,3,2,0,-5,oz5G_J7MJZ0ei54zfDiLkQb.png,52.22891078,5.189699046,250.836,2020,10,-225,0,KMnT4btNaevYaYxMvPzWKwa.png,52.99613833,5.910229549,-23.634,2019,4,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,1,1
33,38,4,1,-150,-10,CwZhxpfoAAGuBfZLaxp9Vga.png,51.28127849,5.30171663,-17.584,2021,4,0,10,BcgNgqo86ZG3wwEChnj6cQb.png,52.51449521,6.272399371,211.578,2021,6,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,1,1
34,38,5,1,0,-5,0muPTNsrGHvYBM2Kobflygb.png,52.30965871,4.619297188,128.987,2021,4,225,10,jD1Q6gmX4vpctw5XTM5myAa.png,51.81881621,4.95166297,-39.597,2021,6,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,1,0,1
35,38,6,1,-150,-5,t0gJ2AsRXV93KKtn1ghLHwb.png,51.51435121,3.616257059,136.937,2021,7,225,0,HfIoQSkavdiAzHkooUTogwb.png,51.84522444,4.50322845,182.485,2021,4,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,1,1
36,38,7,1,-225,15,Xrcce759-I1f1-KphRFv5Qa.png,52.77689851,6.447899627,86.654,2022,3,75,10,-ol3h-qLwU74Gbrqjzw1_Qb.png,52.43606801,4.996057022,210.182,2019,6,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,1,1
37,38,8,2,225,15,UZdjci9SmyyQOzWutNzRTQa.png,52.02508775,4.914713773,70.313,2021,1,-225,5,nfsjFYnbg_5dlMZOK9YCwgb.png,51.41492696,5.503610241,173.08,2020,7,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,1,0,1
38,38,9,2,150,-5,QiAE6SDRkdRGDrSjGro7YAb.png,51.88834483,6.36755988,245.889,2021,9,-75,0,7UDvPPHOBLaGmqskNk_KiQa.png,51.43259874,5.487481592,-34.56,2020,7,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,1,0,1
39,38,10,1,-225,5,dgHWnnzeN74pwf0sEHBYQga.png,52.08376808,6.075672529,41.507,2021,3,-75,-5,mTm4VOquBCL3yUxEdTWNlAa.png,51.46241973,5.48656023,-88.624,2020,6,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,0,1
40,38,11,1,-150,10,xPYvLcZn48fkLfpBbwLxBQb.png,52.05096795,4.948955629,146.438,2021,4,0,15,Kq23Ny5neH2OKFAKHFKoUQa.png,52.15450352,6.402211976,59.704,2022,5,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,0,1
41,38,12,2,75,5,djjx48g9F4fGFJcSPFYDYAb.png,51.44495555,5.506855188,157.206,2019,3,-75,-5,bQb82gwHZAGM9nWU7DIJhQb.png,52.72437052,6.453631723,151.992,2022,3,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,1,0,1
42,38,13,2,150,10,ax5ic-Lg83wmucF-WMoCZAb.png,51.91279763,4.610643732,140.197,2021,12,0,-5,4pBEhqXkH-B11CE3ZUSQkAb.png,51.38027878,5.577559939,237.214,2021,3,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,1,0,1
43,38,14,1,-75,10,YQlKCBKFrMP0s2L1IozJ-Qa.png,52.02653623,5.24772744,-10.616,2021,5,75,-10,iBTJ9tDwZWWKTKJrm-yTKwa.png,51.41122797,5.492569812,-4.232,2021,7,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,1,1
44,38,15,2,150,5,--IiXCccVIUZzlQKpmNGyga.png,51.48403132,5.41892959,-29.691,2019,3,0,0,b3NmCPhddrTxvdiHKVgP0gb.png,52.29801253,4.681503066,130.231,2021,12,2,2,8,1102,w,4,3,3,3,5,10,8,4,1,2,1,0,1,1
45,41,1,1,-150,15,fTxSPVIu3rj13fTE5Ulb-Qa.png,51.8359389,5.893370609,14.02,2021,8,-75,10,ixt4ifK05r_9M-rxbb4UqQb.png,52.36857042,4.868048933,249.837,2021,3,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
46,41,2,2,150,10,MeXM0j99XewBzXs5oFNMFgb.png,51.48726752,5.464473466,191.168,2020,9,-75,5,6KIEi-C4dOGB6xWT_ZpRNgb.png,51.66327911,4.095182798,202.926,2022,4,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,0,0,0
47,41,3,2,225,5,Jqc0wrtzfrqDc5R4OFWhHwb.png,51.63917259,5.229750902,219.509,2019,3,-225,10,npQVs4hRC5E9rwSAZleuGAa.png,51.54725966,4.947007974,80.188,2019,4,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,0,1,0
48,41,4,1,0,5,AGiyf1bjC4ckZMhVjria3wb.png,51.44542285,5.451366831,162.326,2021,7,-75,0,LGprLbxWr9ORtWPMHtdQUwb.png,51.00160043,5.899072575,115.234,2020,9,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,0,1,0
49,41,5,1,-75,5,OUoSM4s6BAzK8McAnQLBYgb.png,51.48736654,3.596310278,259.091,2021,7,-225,0,nJb_ZBD2DxOyOftryLnsxQa.png,52.20457008,6.969569973,19.576,2020,12,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,0,1,0
50,41,6,2,225,15,p9MxSlcbbu31tMJbnpe9wQb.png,52.37224451,4.89951363,122.592,2019,5,75,0,QMv1Amoh2VnS0MRj27nrMQa.png,51.46229841,5.495234545,-76.626,2020,7,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,0,1,0
51,41,7,2,0,10,PZPZObIDcCwEu3q5JUwEnwa.png,53.18762199,5.826795275,73.233,2020,8,-150,-5,5VoTYkg1LtmTKiznGXykCAa.png,51.75891625,5.118974663,-13.917,2019,4,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,0,1,0
52,41,8,1,-150,15,nadkGTU6vmpDxYYtVgxyiAb.png,52.36593519,4.632102551,122.035,2020,6,150,0,Iy7aeFRvYeoIX4y290L1Lwa.png,52.35824429,5.147197145,59.742,2022,4,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
53,41,9,1,-75,10,8i8NA2gMWOvBnprldbqqoQb.png,51.91690684,4.612977926,182.417,2021,12,225,5,j4TAUeMfGh2JarlPhIx2Owa.png,52.21325496,6.86144474,-12.947,2022,3,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
54,41,10,2,225,15,T5rnqcFtfPnM7gvCP832ngb.png,51.49599996,5.397785754,252.747,2022,5,75,5,Ufnz7j-b5OHPsFHC0rBMFQb.png,52.66671302,4.70585499,246.819,2020,8,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
55,41,11,2,-75,15,nsRCSRDktn3iA1rPwyIEegb.png,51.287005,5.32359895,174.983,2021,4,-150,-5,_NsD2-8qUsYhMwsqiSaV9gb.png,52.7032909,6.543675852,185.073,2021,8,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
56,41,12,2,-150,15,0jB_vIC0rlB2TQbg2UavZwa.png,52.21380985,6.898807036,8.889,2021,11,-225,0,SWUQydwp1m3k6MWpYG9hiQa.png,50.84163103,5.889559099,-27.275,2021,6,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
57,41,13,2,-75,5,cOe__yOzkEe0HdJgCi91dAb.png,52.01057564,5.432811423,212.026,2021,9,-225,15,Ok48Vu9qcIw9nJSG9iihcga.png,51.87674469,5.714289677,23.643,2019,3,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
58,41,14,2,225,10,jPSrXprcQCXP30YzaVfk-Qa.png,51.4977366,5.378471286,58.017,2022,4,0,-5,3zoXFLCtbASVgEuLssWDEwb.png,52.34381296,5.322941451,141.904,2020,7,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,0,0,0
59,41,15,1,-225,10,L-6A3SQiCOg5GD27OvgZ9Qa.png,51.8663581,5.851707159,-9.232,2021,8,75,-5,jKHg7NKb7xzlzAJ-wsGNBgb.png,52.35768514,4.896753042,183.812,2021,9,5,1,5,9675,r,4,2,2,3,8,5,5,2,5,2,1,1,0,0
60,37,1,2,0,10,9Xy2_qaP9i0jxBGqO7S8tQb.png,51.80849936,5.850208945,178.714,2021,8,-225,0,PSAigCvo3N2SzRScy-H2ega.png,52.22235751,4.647169293,0.25,2021,12,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,0,1,0
61,37,2,2,-150,0,cJDQdfEFJ4iMLArcbSK1OAb.png,52.78818942,6.121778504,200.226,2022,4,-225,-10,2sGqS1GY4JmxD4QM2FF-pwb.png,52.37102728,4.654522527,111.318,2021,4,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,0,1,0
62,37,3,1,0,15,AuB79fxX1HJJcbQ6L-ie1wb.png,52.15754055,6.300995975,220.126,2021,3,150,5,XJPdVYK007kVO4tRSG83Mwb.png,51.42327558,5.432758873,146.973,2020,7,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,0,1,0
63,37,4,2,150,5,N2j7Ap7Wz2h3dPITHXkFtwa.png,52.73816322,5.186513588,-18.038,2021,4,75,10,xHHpJdUoJ8aRUeLjbIPYOga.png,52.43304462,4.99601859,-36.18,2021,7,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,0,1,0
64,37,5,2,150,10,nGc6jq44wrl7Djz74gOX8gb.png,52.1911135,6.902097941,238.164,2020,11,-150,-15,JKPnXzFAgRdXuIdFQB6Omwb.png,51.84907757,4.501153114,91.576,2020,12,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,0,1,0
65,37,6,1,150,15,5UOP7dZWS8A7GieDU1BQ8Qa.png,52.34921383,4.771781647,31.478,2020,6,225,5,LgeSYVysX3DdQWhf14YIPgb.png,52.78865878,6.130906286,192.349,2021,6,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
66,37,7,1,-225,-5,i2icj49OHLod0F0It-3IxAb.png,52.6245953,4.892246564,267.927,2020,9,0,-15,L0erdxp3GIDf0l369ghWfga.png,52.26108957,4.635303979,-49.648,2021,12,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
67,37,8,2,225,-5,2nIf-M4q7kOQO9FIw9so7Qa.png,51.36802623,5.56852061,-57.124,2020,7,150,10,_tD99gv5JloLBzrqzwtg2Qa.png,52.96013282,5.952359105,-24.113,2021,6,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
68,37,9,2,75,10,oWYqTb5dPBy7xGco7wpn3Qa.png,52.38604138,5.249719477,-32.146,2021,4,150,-10,VpPXy8GpBC56_rIhGYz8uwa.png,52.00131739,6.122380869,-3.24,2022,5,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
69,37,10,1,75,-15,QsPF2868ouNzr63w-HDlhwa.png,51.80289161,4.898357184,23.069,2022,5,-150,0,1c2Koi7u4SBdzSoDiMn3egb.png,51.82963299,5.822959196,143.039,2019,6,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
70,37,11,1,75,-5,O7_Ck1-5uW6HkkO_xhZP6Aa.png,52.37026361,4.618949774,-80.604,2020,7,0,-10,vRa24cMh74DH5ltZOcXSugb.png,52.62508783,6.035355715,93.089,2020,9,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
71,37,12,2,225,0,ZkLINo0hK1MEfs01JEWRyAa.png,52.21325598,6.861484386,-12.947,2021,9,-150,-15,dMgGNEeEBUo1WhveGR1gTAa.png,51.17507952,6.000861134,74.775,2020,8,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
72,37,13,2,225,-10,WJHSJfkaE_GreOzvNG3WIga.png,50.96320333,5.817771334,-45.109,2021,10,0,0,30sFIGUhEXtKekmJ-sbK3wa.png,52.30058335,6.835684961,-41.49,2021,9,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
73,37,14,1,-225,15,WXVVFakMzpZMAnqswpkM6Qb.png,52.30310094,4.704330446,227.382,2021,12,150,-5,jrziSBPhtLB-U-FFoZ8tCwa.png,51.24632843,5.711395626,21.168,2021,4,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
74,37,15,2,75,0,kROa9_tBAVrvJYg_G95k9gb.png,51.50323628,3.676797855,174.268,2021,11,225,10,4oy65Vn19Qoq-XI1ZeBR6ga.png,51.81544973,4.899388808,56.156,2022,5,2,1,8,1054,w,1,4,4,5,9,7,4,5,1,2,4,1,0,0
75,43,1,2,-225,-10,mbjRuOCuMqgOWEvNJitSZAb.png,52.19054056,6.87165598,95.421,2021,8,-75,5,7yo2PnOS1e92uJqbF0rIsAb.png,51.86389551,5.730754506,202.442,2019,3,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
76,43,2,1,-225,-15,rUC8peGeNkq4MQsKPtfJTQb.png,52.90574911,6.698316011,250.057,2021,3,225,10,HprKsQ2fl2_KtGyY7aauqQb.png,51.12943913,5.945900188,148.547,2021,6,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
77,43,3,2,225,5,kHxaTmTZfbhdz-A3Qj1BJQb.png,52.05722652,4.346577389,233.648,2019,4,-150,-5,_jFj-BXNhKHvlQbntQUD5wa.png,52.3151434,4.641543531,-49.984,2021,12,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
78,43,4,1,-75,-10,aR6plqAdInF20E3wPksraQa.png,51.58561859,4.916036872,63.8,2019,4,225,-15,fXd47MJyVnCU-55ZG4aG8Aa.png,51.82939444,5.82540356,-28.923,2019,3,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
79,43,5,2,225,-10,j2U4L1qtXjQsKTR8YbN2sgb.png,52.70568628,6.118078636,160.0,2021,7,0,5,UQ851TBMsKR9Hs_3WtjrIgb.png,52.23074842,5.164917331,261.203,2021,8,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
80,43,6,2,225,15,cNtkeKapjCP0XVdx0V0wOQa.png,52.26974942,4.624268763,39.822,2021,12,-225,0,Z1T8DS5MCowd3-KIopVLLQa.png,51.90279173,4.886130319,64.828,2019,4,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
81,43,7,2,0,10,BGcpQVJmFUhlcpuZ3J1k0Ab.png,52.37889559,4.534376218,109.371,2020,7,-75,-15,y_fep4FVxjraCxPreqkJwga.png,53.19120298,5.790339501,-46.365,2021,9,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
82,43,8,1,0,10,TKsal0Ncf5yQbMor4W1PJQb.png,52.27385199,4.620001388,265.95,2020,7,225,-10,yCxrm8tdM-83gTOko1Gc6Qa.png,52.37366844,5.260167446,-30.521,2021,3,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
83,43,9,2,225,-15,srmXJrv-ZAvBNThM9Vb1XAb.png,53.13089457,6.473034966,127.844,2021,8,-150,-10,thR2JQrq6wFgfOYjMPZofAa.png,52.70285775,5.290998194,46.842,2021,4,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
84,43,10,1,-225,0,JMQw1bq9K8OUjugXMX118gb.png,52.71428295,4.68345266,98.617,2021,4,225,-15,S7vmZRm8xLCwDao3QYlntga.png,50.94111836,5.884644216,-57.455,2020,9,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
85,43,11,1,-150,10,JdFu3qOcd3hM4HvAIFWtOQa.png,52.30408398,4.632406387,-50.082,2021,4,75,-15,gqsiolbW3V5DcJgm9YYzRwa.png,52.68849701,5.970420561,-20.987,2019,3,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
86,43,12,1,-150,10,oz5G_J7MJZ0ei54zfDiLkQb.png,52.22891078,5.189699046,250.836,2020,10,0,-10,KMnT4btNaevYaYxMvPzWKwa.png,52.99613833,5.910229549,-23.634,2019,4,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,0,1,0
87,43,13,2,225,5,CwZhxpfoAAGuBfZLaxp9Vga.png,51.28127849,5.30171663,-17.584,2021,4,75,-15,BcgNgqo86ZG3wwEChnj6cQb.png,52.51449521,6.272399371,211.578,2021,6,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,0,1,0
88,43,14,2,225,-5,0muPTNsrGHvYBM2Kobflygb.png,52.30965871,4.619297188,128.987,2021,4,-75,-10,jD1Q6gmX4vpctw5XTM5myAa.png,51.81881621,4.95166297,-39.597,2021,6,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,1,0,0
89,43,15,1,-150,0,t0gJ2AsRXV93KKtn1ghLHwb.png,51.51435121,3.616257059,136.937,2021,7,225,10,HfIoQSkavdiAzHkooUTogwb.png,51.84522444,4.50322845,182.485,2021,4,3,1,8,1045,a,4,4,4,4,3,9,8,4,5,3,1,0,1,0
90,34,1,2,-150,-5,lJYY0ryPbwKvBc-giEHsiAb.png,52.99154601,6.153218381,145.914,2019,4,225,5,b1I_VyWCwtvWf09MNRCn4Aa.png,52.74498779,5.266291432,-8.257,2021,9,6,1,4,6922,b,4,4,4,5,10,3,3,4,4,3,1,1,0,0
