ID,RID,CHOICE,N_TASKS,train,test,C1,TT1,IMG1,IMG_YEAR1,IMG_MONTH1,IMG_LAT1,IMG_LNG1,ANGLE_FROM_NORTH_IMG1,C2,TT2,IMG2,IMG_YEAR2,IMG_MONTH2,IMG_LAT2,IMG_LNG2,ANGLE_FROM_NORTH_IMG2,AGE,GENDER,MODE,TT_CAT,TR_DAYS,IMP_IMG,IMP_HHC,IMP_TTI,NGBH_SC,HOUSE_TYPE,HH_COMP,REGION
0,28,1,14,1,0,150,10,8ko0Vel43aJBDl-48NkKqwb.png,2021,12,52.27533922,4.636060926,219.526,75,-5,NzTUsodonxIW9aDoc4LD8wa.png,2020,6,52.40768148,5.299636247,54.193,4,2,3,4,3,8,8,8,2,2,3,West
1,28,2,14,1,0,-150,0,brfU3hevN7QoMJNJrd3nYga.png,2019,7,52.37909358,4.811757996,18.665,0,15,O2fOl9viuzws77qCWtEs-Ab.png,2021,9,52.30813361,4.956071616,149.457,4,2,3,4,3,8,8,8,2,2,3,West
2,28,2,14,1,0,-150,-5,4pfnuxZtXpA5RdssV_5p9Aa.png,2021,11,51.48149168,3.64227792,-43.538,75,5,nhe65eyYK0iMexfhQvYXkQa.png,2022,3,52.35649687,5.989611181,89.97,4,2,3,4,3,8,8,8,2,2,3,West
3,28,1,14,1,0,0,15,u-DtLjThHebnh2l16UleVga.png,2020,8,52.62511785,6.040069942,72.825,-225,0,Ck8BQpQ_yT75Zf8_gMrXIAa.png,2021,4,52.0012557,6.120890423,84.354,4,2,3,4,3,8,8,8,2,2,3,West
4,28,2,14,1,0,-225,-10,aqP5K-C2LdxZiNKLvsuHjAb.png,2019,3,52.72868503,4.961195784,251.6,75,0,b29mzAI1hOJE7Jq325Onzga.png,2020,9,51.20725542,6.006977148,57.639,4,2,3,4,3,8,8,8,2,2,3,West
5,28,2,14,1,0,-150,-10,o8ePdQIwzX6y7o0i4UmBOQb.png,2020,6,52.3809078,4.855709409,221.32,0,15,cZBI0ohrlMcrAvBgd0bZUAb.png,2022,3,52.20942772,6.872406188,251.571,4,2,3,4,3,8,8,8,2,2,3,West
6,28,1,14,1,0,0,0,IZT7zXRgx2rq76h2zmIeiAb.png,2021,7,52.43461426,5.000153632,148.419,-150,10,hVlkyLaf8yxdwPWMwVnzaAb.png,2020,7,53.19103157,5.788157139,221.767,4,2,3,4,3,8,8,8,2,2,3,West
7,28,2,14,1,0,-225,-10,6NxaOQXOBwJKpHQTnI5Eogb.png,2020,7,52.31043912,4.960474257,239.832,-75,15,tzlwnUZBxbreDqg3zJ1p6Aa.png,2021,6,51.18893408,5.986663117,-12.703,4,2,3,4,3,8,8,8,2,2,3,West
8,28,2,14,1,0,150,0,zj5TDpJQTZMQ8PUaYeDu9gb.png,2019,4,51.24447588,5.666650624,142.023,75,5,fTxSPVIu3rj13fTE5Ulb-Qb.png,2021,8,51.8359389,5.893370609,194.02,4,2,3,4,3,8,8,8,2,2,3,West
10,28,2,14,0,1,-75,-10,6KIEi-C4dOGB6xWT_ZpRNgb.png,2022,4,51.66327911,4.095182798,202.926,75,0,Jqc0wrtzfrqDc5R4OFWhHwb.png,2019,3,51.63917259,5.229750902,219.509,4,2,3,4,3,8,8,8,2,2,3,West
11,28,2,14,0,1,-225,-10,npQVs4hRC5E9rwSAZleuGAa.png,2019,4,51.54725966,4.947007974,80.188,225,5,AGiyf1bjC4ckZMhVjria3wb.png,2021,7,51.44542285,5.451366831,162.326,4,2,3,4,3,8,8,8,2,2,3,West
12,28,1,14,0,1,0,-15,LGprLbxWr9ORtWPMHtdQUwb.png,2020,9,51.00160043,5.899072575,115.234,-75,15,OUoSM4s6BAzK8McAnQLBYgb.png,2021,7,51.48736654,3.596310278,259.091,4,2,3,4,3,8,8,8,2,2,3,West
13,28,1,14,0,1,150,10,nJb_ZBD2DxOyOftryLnsxQa.png,2020,12,52.20457008,6.969569973,19.576,225,-5,p9MxSlcbbu31tMJbnpe9wQb.png,2019,5,52.37224451,4.89951363,122.592,4,2,3,4,3,8,8,8,2,2,3,West
14,28,1,14,0,1,0,15,QMv1Amoh2VnS0MRj27nrMQa.png,2020,7,51.46229841,5.495234545,-76.626,-75,-10,PZPZObIDcCwEu3q5JUwEnwa.png,2020,8,53.18762199,5.826795275,73.233,4,2,3,4,3,8,8,8,2,2,3,West
15,29,1,14,0,1,0,10,0cETpqVcBTF3vj9PRKlK2gb.png,2021,3,51.92240445,4.60429002,227.201,150,-5,oY3wfwo5Ysww9LQ-7Lhxywb.png,2021,7,51.7026847,4.886506348,102.545,5,2,4,2,6,7,7,7,3,2,2,South
16,29,1,14,0,1,150,0,fHLIJrtMKJJ1ttK2KpTgWQa.png,2019,6,52.33777553,4.791531981,55.572,-75,5,dfIrJxD6Ekv-W5on8hJ7MAa.png,2019,5,53.08557249,6.87148238,-67.665,5,2,4,2,6,7,7,7,3,2,2,South
17,29,1,14,1,0,150,10,dYVfXqTh7DqUETorXPUODwb.png,2022,5,51.49387809,5.391288832,169.181,75,0,k5cSRk-cEP1t2a7eB60Zxga.png,2019,5,50.94967936,5.815225634,38.277,5,2,4,2,6,7,7,7,3,2,2,South
18,29,1,14,1,0,0,-5,cGc21ngfZIA8Deum0CAQjAa.png,2019,5,52.36989577,5.249268403,46.782,225,10,4VdsC8yBbW5nqpMjngsQTwa.png,2021,12,52.3013832,4.915946069,-5.043,5,2,4,2,6,7,7,7,3,2,2,South
19,29,1,14,0,1,150,5,SeIx3fF_aCq92fDnNzAi8Qb.png,2019,7,52.3445912,4.863049342,166.268,-225,15,gqT7gSC37sHNRYkrlBGXGgb.png,2019,6,52.37446843,4.844474326,90.648,5,2,4,2,6,7,7,7,3,2,2,South
20,29,1,14,0,1,75,5,E0vzFf5PcH2cVRPxXMX_OQa.png,2020,10,52.33724836,5.537281884,71.918,-225,0,SeN7CUBd4_ziOfMIblxXpgb.png,2021,6,52.58767766,6.277027533,155.602,5,2,4,2,6,7,7,7,3,2,2,South
21,29,2,14,0,1,-75,-5,DhIf1_isS3dWb4mne6vIKAb.png,2020,12,52.21081569,5.15320829,120.964,0,15,nDZkoy1B9NKW6m4P-vfUzgb.png,2021,9,52.29148628,4.575255128,107.59,5,2,4,2,6,7,7,7,3,2,2,South
22,29,1,14,1,0,-225,-5,LdLs9UlHoaaE_DCqoPomaAa.png,2021,6,51.94627831,6.000542855,74.445,-75,0,OJ5v3pOHzK5nDS3ZO3H1vQb.png,2019,3,51.90625997,4.412775347,235.746,5,2,4,2,6,7,7,7,3,2,2,South
23,29,2,14,0,1,-225,15,4TulIr7rzMQRH6EOJ4g1tgb.png,2020,11,52.31435156,4.974144962,149.366,225,0,PL4CyCOQCcRl76-6kRjmhAb.png,2022,6,52.01568777,5.434917574,103.947,5,2,4,2,6,7,7,7,3,2,2,South
25,29,2,14,1,0,-150,15,ZKRQnygDAKDMvyMyJMnEWwa.png,2021,8,52.21498585,6.878923869,22.333,150,0,94OjEHIvgbAnti8xPUmGoQb.png,2021,5,51.25883836,5.710417147,227.251,5,2,4,2,6,7,7,7,3,2,2,South
26,29,2,14,1,0,-225,5,ensco25s0tZQ2BUZHy0bLAb.png,2022,4,52.75766772,6.719094692,176.277,-150,10,N6d1RQmKWmVYut0Og-DdKAa.png,2020,8,52.19236526,4.492620748,82.651,5,2,4,2,6,7,7,7,3,2,2,South
27,29,1,14,1,0,75,5,JjNJhQNEedRHM0m0v9HWHAa.png,2019,4,52.71801082,5.266614556,-88.069,-225,-5,btQXymXtox2VSqpd7ZqiyAa.png,2022,1,52.31943209,4.980605369,42.294,5,2,4,2,6,7,7,7,3,2,2,South
28,29,1,14,0,1,-225,15,xxvDGOME7InMdLs60CmvDga.png,2019,4,52.21397328,6.958200523,8.425,75,10,zTn7Kd6TOOt8PrRZpFG-iQb.png,2019,5,51.13235418,6.079110813,157.778,5,2,4,2,6,7,7,7,3,2,2,South
29,29,2,14,1,0,75,15,u5569MOiYkfRNmjMGhZ5wQa.png,2019,4,51.54592498,4.947180407,87.831,-150,10,Yrbiv5FohvZAPPDtxYogegb.png,2020,11,52.21367976,6.879055958,195.804,5,2,4,2,6,7,7,7,3,2,2,South
30,38,1,13,1,0,-150,5,JMQw1bq9K8OUjugXMX118gb.png,2021,4,52.71428295,4.68345266,98.617,0,10,S7vmZRm8xLCwDao3QYlntga.png,2020,9,50.94111836,5.884644216,-57.455,2,2,4,3,3,5,10,8,4,1,2,West
31,38,2,13,1,0,0,15,JdFu3qOcd3hM4HvAIFWtOQa.png,2021,4,52.30408398,4.632406387,-50.082,-225,0,gqsiolbW3V5DcJgm9YYzRwa.png,2019,3,52.68849701,5.970420561,-20.987,2,2,4,3,3,5,10,8,4,1,2,West
32,38,2,13,0,1,0,-5,oz5G_J7MJZ0ei54zfDiLkQb.png,2020,10,52.22891078,5.189699046,250.836,-225,0,KMnT4btNaevYaYxMvPzWKwa.png,2019,4,52.99613833,5.910229549,-23.634,2,2,4,3,3,5,10,8,4,1,2,West
33,38,1,13,0,1,-150,-10,CwZhxpfoAAGuBfZLaxp9Vga.png,2021,4,51.28127849,5.30171663,-17.584,0,10,BcgNgqo86ZG3wwEChnj6cQb.png,2021,6,52.51449521,6.272399371,211.578,2,2,4,3,3,5,10,8,4,1,2,West
34,38,1,13,1,0,0,-5,0muPTNsrGHvYBM2Kobflygb.png,2021,4,52.30965871,4.619297188,128.987,225,10,jD1Q6gmX4vpctw5XTM5myAa.png,2021,6,51.81881621,4.95166297,-39.597,2,2,4,3,3,5,10,8,4,1,2,West
35,38,1,13,0,1,-150,-5,t0gJ2AsRXV93KKtn1ghLHwb.png,2021,7,51.51435121,3.616257059,136.937,225,0,HfIoQSkavdiAzHkooUTogwb.png,2021,4,51.84522444,4.50322845,182.485,2,2,4,3,3,5,10,8,4,1,2,West
36,38,1,13,0,1,-225,15,Xrcce759-I1f1-KphRFv5Qa.png,2022,3,52.77689851,6.447899627,86.654,75,10,-ol3h-qLwU74Gbrqjzw1_Qb.png,2019,6,52.43606801,4.996057022,210.182,2,2,4,3,3,5,10,8,4,1,2,West
37,38,2,13,1,0,225,15,UZdjci9SmyyQOzWutNzRTQa.png,2021,1,52.02508775,4.914713773,70.313,-225,5,nfsjFYnbg_5dlMZOK9YCwgb.png,2020,7,51.41492696,5.503610241,173.08,2,2,4,3,3,5,10,8,4,1,2,West
38,38,2,13,1,0,150,-5,QiAE6SDRkdRGDrSjGro7YAb.png,2021,9,51.88834483,6.36755988,245.889,-75,0,7UDvPPHOBLaGmqskNk_KiQa.png,2020,7,51.43259874,5.487481592,-34.56,2,2,4,3,3,5,10,8,4,1,2,West
41,38,2,13,1,0,75,5,djjx48g9F4fGFJcSPFYDYAb.png,2019,3,51.44495555,5.506855188,157.206,-75,-5,bQb82gwHZAGM9nWU7DIJhQb.png,2022,3,52.72437052,6.453631723,151.992,2,2,4,3,3,5,10,8,4,1,2,West
42,38,2,13,1,0,150,10,ax5ic-Lg83wmucF-WMoCZAb.png,2021,12,51.91279763,4.610643732,140.197,0,-5,4pBEhqXkH-B11CE3ZUSQkAb.png,2021,3,51.38027878,5.577559939,237.214,2,2,4,3,3,5,10,8,4,1,2,West
43,38,1,13,0,1,-75,10,YQlKCBKFrMP0s2L1IozJ-Qa.png,2021,5,52.02653623,5.24772744,-10.616,75,-10,iBTJ9tDwZWWKTKJrm-yTKwa.png,2021,7,51.41122797,5.492569812,-4.232,2,2,4,3,3,5,10,8,4,1,2,West
44,38,2,13,0,1,150,5,--IiXCccVIUZzlQKpmNGyga.png,2019,3,51.48403132,5.41892959,-29.691,0,0,b3NmCPhddrTxvdiHKVgP0gb.png,2021,12,52.29801253,4.681503066,130.231,2,2,4,3,3,5,10,8,4,1,2,West
45,41,1,13,1,0,-150,15,fTxSPVIu3rj13fTE5Ulb-Qa.png,2021,8,51.8359389,5.893370609,14.02,-75,10,ixt4ifK05r_9M-rxbb4UqQb.png,2021,3,52.36857042,4.868048933,249.837,5,1,4,2,3,8,5,5,2,5,2,North
47,41,2,13,0,1,225,5,Jqc0wrtzfrqDc5R4OFWhHwb.png,2019,3,51.63917259,5.229750902,219.509,-225,10,npQVs4hRC5E9rwSAZleuGAa.png,2019,4,51.54725966,4.947007974,80.188,5,1,4,2,3,8,5,5,2,5,2,North
48,41,1,13,0,1,0,5,AGiyf1bjC4ckZMhVjria3wb.png,2021,7,51.44542285,5.451366831,162.326,-75,0,LGprLbxWr9ORtWPMHtdQUwb.png,2020,9,51.00160043,5.899072575,115.234,5,1,4,2,3,8,5,5,2,5,2,North
49,41,1,13,0,1,-75,5,OUoSM4s6BAzK8McAnQLBYgb.png,2021,7,51.48736654,3.596310278,259.091,-225,0,nJb_ZBD2DxOyOftryLnsxQa.png,2020,12,52.20457008,6.969569973,19.576,5,1,4,2,3,8,5,5,2,5,2,North
50,41,2,13,0,1,225,15,p9MxSlcbbu31tMJbnpe9wQb.png,2019,5,52.37224451,4.89951363,122.592,75,0,QMv1Amoh2VnS0MRj27nrMQa.png,2020,7,51.46229841,5.495234545,-76.626,5,1,4,2,3,8,5,5,2,5,2,North
51,41,2,13,0,1,0,10,PZPZObIDcCwEu3q5JUwEnwa.png,2020,8,53.18762199,5.826795275,73.233,-150,-5,5VoTYkg1LtmTKiznGXykCAa.png,2019,4,51.75891625,5.118974663,-13.917,5,1,4,2,3,8,5,5,2,5,2,North
52,41,1,13,1,0,-150,15,nadkGTU6vmpDxYYtVgxyiAb.png,2020,6,52.36593519,4.632102551,122.035,150,0,Iy7aeFRvYeoIX4y290L1Lwa.png,2022,4,52.35824429,5.147197145,59.742,5,1,4,2,3,8,5,5,2,5,2,North
53,41,1,13,1,0,-75,10,8i8NA2gMWOvBnprldbqqoQb.png,2021,12,51.91690684,4.612977926,182.417,225,5,j4TAUeMfGh2JarlPhIx2Owa.png,2022,3,52.21325496,6.86144474,-12.947,5,1,4,2,3,8,5,5,2,5,2,North
54,41,2,13,1,0,225,15,T5rnqcFtfPnM7gvCP832ngb.png,2022,5,51.49599996,5.397785754,252.747,75,5,Ufnz7j-b5OHPsFHC0rBMFQb.png,2020,8,52.66671302,4.70585499,246.819,5,1,4,2,3,8,5,5,2,5,2,North
55,41,2,13,1,0,-75,15,nsRCSRDktn3iA1rPwyIEegb.png,2021,4,51.287005,5.32359895,174.983,-150,-5,_NsD2-8qUsYhMwsqiSaV9gb.png,2021,8,52.7032909,6.543675852,185.073,5,1,4,2,3,8,5,5,2,5,2,North
56,41,2,13,1,0,-150,15,0jB_vIC0rlB2TQbg2UavZwa.png,2021,11,52.21380985,6.898807036,8.889,-225,0,SWUQydwp1m3k6MWpYG9hiQa.png,2021,6,50.84163103,5.889559099,-27.275,5,1,4,2,3,8,5,5,2,5,2,North
57,41,2,13,1,0,-75,5,cOe__yOzkEe0HdJgCi91dAb.png,2021,9,52.01057564,5.432811423,212.026,-225,15,Ok48Vu9qcIw9nJSG9iihcga.png,2019,3,51.87674469,5.714289677,23.643,5,1,4,2,3,8,5,5,2,5,2,North
59,41,1,13,1,0,-225,10,L-6A3SQiCOg5GD27OvgZ9Qa.png,2021,8,51.8663581,5.851707159,-9.232,75,-5,jKHg7NKb7xzlzAJ-wsGNBgb.png,2021,9,52.35768514,4.896753042,183.812,5,1,4,2,3,8,5,5,2,5,2,North
60,37,2,15,0,1,0,10,9Xy2_qaP9i0jxBGqO7S8tQb.png,2021,8,51.80849936,5.850208945,178.714,-225,0,PSAigCvo3N2SzRScy-H2ega.png,2021,12,52.22235751,4.647169293,0.25,2,1,1,4,5,9,7,4,5,1,2,West
61,37,2,15,0,1,-150,0,cJDQdfEFJ4iMLArcbSK1OAb.png,2022,4,52.78818942,6.121778504,200.226,-225,-10,2sGqS1GY4JmxD4QM2FF-pwb.png,2021,4,52.37102728,4.654522527,111.318,2,1,1,4,5,9,7,4,5,1,2,West
62,37,1,15,0,1,0,15,AuB79fxX1HJJcbQ6L-ie1wb.png,2021,3,52.15754055,6.300995975,220.126,150,5,XJPdVYK007kVO4tRSG83Mwb.png,2020,7,51.42327558,5.432758873,146.973,2,1,1,4,5,9,7,4,5,1,2,West
63,37,2,15,0,1,150,5,N2j7Ap7Wz2h3dPITHXkFtwa.png,2021,4,52.73816322,5.186513588,-18.038,75,10,xHHpJdUoJ8aRUeLjbIPYOga.png,2021,7,52.43304462,4.99601859,-36.18,2,1,1,4,5,9,7,4,5,1,2,West
64,37,2,15,0,1,150,10,nGc6jq44wrl7Djz74gOX8gb.png,2020,11,52.1911135,6.902097941,238.164,-150,-15,JKPnXzFAgRdXuIdFQB6Omwb.png,2020,12,51.84907757,4.501153114,91.576,2,1,1,4,5,9,7,4,5,1,2,West
65,37,1,15,1,0,150,15,5UOP7dZWS8A7GieDU1BQ8Qa.png,2020,6,52.34921383,4.771781647,31.478,225,5,LgeSYVysX3DdQWhf14YIPgb.png,2021,6,52.78865878,6.130906286,192.349,2,1,1,4,5,9,7,4,5,1,2,West
66,37,1,15,1,0,-225,-5,i2icj49OHLod0F0It-3IxAb.png,2020,9,52.6245953,4.892246564,267.927,0,-15,L0erdxp3GIDf0l369ghWfga.png,2021,12,52.26108957,4.635303979,-49.648,2,1,1,4,5,9,7,4,5,1,2,West
67,37,2,15,1,0,225,-5,2nIf-M4q7kOQO9FIw9so7Qa.png,2020,7,51.36802623,5.56852061,-57.124,150,10,_tD99gv5JloLBzrqzwtg2Qa.png,2021,6,52.96013282,5.952359105,-24.113,2,1,1,4,5,9,7,4,5,1,2,West
68,37,2,15,1,0,75,10,oWYqTb5dPBy7xGco7wpn3Qa.png,2021,4,52.38604138,5.249719477,-32.146,150,-10,VpPXy8GpBC56_rIhGYz8uwa.png,2022,5,52.00131739,6.122380869,-3.24,2,1,1,4,5,9,7,4,5,1,2,West
69,37,1,15,1,0,75,-15,QsPF2868ouNzr63w-HDlhwa.png,2022,5,51.80289161,4.898357184,23.069,-150,0,1c2Koi7u4SBdzSoDiMn3egb.png,2019,6,51.82963299,5.822959196,143.039,2,1,1,4,5,9,7,4,5,1,2,West
70,37,1,15,1,0,75,-5,O7_Ck1-5uW6HkkO_xhZP6Aa.png,2020,7,52.37026361,4.618949774,-80.604,0,-10,vRa24cMh74DH5ltZOcXSugb.png,2020,9,52.62508783,6.035355715,93.089,2,1,1,4,5,9,7,4,5,1,2,West
71,37,2,15,1,0,225,0,ZkLINo0hK1MEfs01JEWRyAa.png,2021,9,52.21325598,6.861484386,-12.947,-150,-15,dMgGNEeEBUo1WhveGR1gTAa.png,2020,8,51.17507952,6.000861134,74.775,2,1,1,4,5,9,7,4,5,1,2,West
72,37,2,15,1,0,225,-10,WJHSJfkaE_GreOzvNG3WIga.png,2021,10,50.96320333,5.817771334,-45.109,0,0,30sFIGUhEXtKekmJ-sbK3wa.png,2021,9,52.30058335,6.835684961,-41.49,2,1,1,4,5,9,7,4,5,1,2,West
73,37,1,15,1,0,-225,15,WXVVFakMzpZMAnqswpkM6Qb.png,2021,12,52.30310094,4.704330446,227.382,150,-5,jrziSBPhtLB-U-FFoZ8tCwa.png,2021,4,51.24632843,5.711395626,21.168,2,1,1,4,5,9,7,4,5,1,2,West
74,37,2,15,1,0,75,0,kROa9_tBAVrvJYg_G95k9gb.png,2021,11,51.50323628,3.676797855,174.268,225,10,4oy65Vn19Qoq-XI1ZeBR6ga.png,2022,5,51.81544973,4.899388808,56.156,2,1,1,4,5,9,7,4,5,1,2,West
75,43,2,15,1,0,-225,-10,mbjRuOCuMqgOWEvNJitSZAb.png,2021,8,52.19054056,6.87165598,95.421,-75,5,7yo2PnOS1e92uJqbF0rIsAb.png,2019,3,51.86389551,5.730754506,202.442,3,1,4,4,4,3,9,8,4,5,3,West
76,43,1,15,1,0,-225,-15,rUC8peGeNkq4MQsKPtfJTQb.png,2021,3,52.90574911,6.698316011,250.057,225,10,HprKsQ2fl2_KtGyY7aauqQb.png,2021,6,51.12943913,5.945900188,148.547,3,1,4,4,4,3,9,8,4,5,3,West
77,43,2,15,1,0,225,5,kHxaTmTZfbhdz-A3Qj1BJQb.png,2019,4,52.05722652,4.346577389,233.648,-150,-5,_jFj-BXNhKHvlQbntQUD5wa.png,2021,12,52.3151434,4.641543531,-49.984,3,1,4,4,4,3,9,8,4,5,3,West
78,43,1,15,1,0,-75,-10,aR6plqAdInF20E3wPksraQa.png,2019,4,51.58561859,4.916036872,63.8,225,-15,fXd47MJyVnCU-55ZG4aG8Aa.png,2019,3,51.82939444,5.82540356,-28.923,3,1,4,4,4,3,9,8,4,5,3,West
79,43,2,15,1,0,225,-10,j2U4L1qtXjQsKTR8YbN2sgb.png,2021,7,52.70568628,6.118078636,160.0,0,5,UQ851TBMsKR9Hs_3WtjrIgb.png,2021,8,52.23074842,5.164917331,261.203,3,1,4,4,4,3,9,8,4,5,3,West
80,43,2,15,1,0,225,15,cNtkeKapjCP0XVdx0V0wOQa.png,2021,12,52.26974942,4.624268763,39.822,-225,0,Z1T8DS5MCowd3-KIopVLLQa.png,2019,4,51.90279173,4.886130319,64.828,3,1,4,4,4,3,9,8,4,5,3,West
81,43,2,15,1,0,0,10,BGcpQVJmFUhlcpuZ3J1k0Ab.png,2020,7,52.37889559,4.534376218,109.371,-75,-15,y_fep4FVxjraCxPreqkJwga.png,2021,9,53.19120298,5.790339501,-46.365,3,1,4,4,4,3,9,8,4,5,3,West
82,43,1,15,1,0,0,10,TKsal0Ncf5yQbMor4W1PJQb.png,2020,7,52.27385199,4.620001388,265.95,225,-10,yCxrm8tdM-83gTOko1Gc6Qa.png,2021,3,52.37366844,5.260167446,-30.521,3,1,4,4,4,3,9,8,4,5,3,West
83,43,2,15,1,0,225,-15,srmXJrv-ZAvBNThM9Vb1XAb.png,2021,8,53.13089457,6.473034966,127.844,-150,-10,thR2JQrq6wFgfOYjMPZofAa.png,2021,4,52.70285775,5.290998194,46.842,3,1,4,4,4,3,9,8,4,5,3,West
84,43,1,15,1,0,-225,0,JMQw1bq9K8OUjugXMX118gb.png,2021,4,52.71428295,4.68345266,98.617,225,-15,S7vmZRm8xLCwDao3QYlntga.png,2020,9,50.94111836,5.884644216,-57.455,3,1,4,4,4,3,9,8,4,5,3,West
85,43,1,15,1,0,-150,10,JdFu3qOcd3hM4HvAIFWtOQa.png,2021,4,52.30408398,4.632406387,-50.082,75,-15,gqsiolbW3V5DcJgm9YYzRwa.png,2019,3,52.68849701,5.970420561,-20.987,3,1,4,4,4,3,9,8,4,5,3,West
86,43,1,15,0,1,-150,10,oz5G_J7MJZ0ei54zfDiLkQb.png,2020,10,52.22891078,5.189699046,250.836,0,-10,KMnT4btNaevYaYxMvPzWKwa.png,2019,4,52.99613833,5.910229549,-23.634,3,1,4,4,4,3,9,8,4,5,3,West
87,43,2,15,0,1,225,5,CwZhxpfoAAGuBfZLaxp9Vga.png,2021,4,51.28127849,5.30171663,-17.584,75,-15,BcgNgqo86ZG3wwEChnj6cQb.png,2021,6,52.51449521,6.272399371,211.578,3,1,4,4,4,3,9,8,4,5,3,West
88,43,2,15,1,0,225,-5,0muPTNsrGHvYBM2Kobflygb.png,2021,4,52.30965871,4.619297188,128.987,-75,-10,jD1Q6gmX4vpctw5XTM5myAa.png,2021,6,51.81881621,4.95166297,-39.597,3,1,4,4,4,3,9,8,4,5,3,West
89,43,1,15,0,1,-150,0,t0gJ2AsRXV93KKtn1ghLHwb.png,2021,7,51.51435121,3.616257059,136.937,225,10,HfIoQSkavdiAzHkooUTogwb.png,2021,4,51.84522444,4.50322845,182.485,3,1,4,4,4,3,9,8,4,5,3,West
90,34,2,14,1,0,-150,-5,lJYY0ryPbwKvBc-giEHsiAb.png,2019,4,52.99154601,6.153218381,145.914,225,5,b1I_VyWCwtvWf09MNRCn4Aa.png,2021,9,52.74498779,5.266291432,-8.257,6,1,4,4,5,10,3,3,4,4,3,East
91,34,2,14,1,0,75,0,VjPIMAx_qrhdUrErcLyPYQb.png,2021,12,52.30657627,4.657131687,130.047,150,-5,q8ho9Y_HU_4nEGJkrgU9-ga.png,2020,7,52.26978142,4.608488148,-50.349,6,1,4,4,5,10,3,3,4,4,3,East
92,34,1,14,1,0,225,-15,pLVm5CQwrkV_7kUzN9SbgAb.png,2020,6,52.40655831,5.297082836,240.372,150,15,kBuykUlKb5keeJ4lPYO-iQa.png,2019,7,52.37656219,4.798268884,7.922,6,1,4,4,5,10,3,3,4,4,3,East
93,34,1,14,0,1,150,10,-JDrwPV1m1-nt1225sVw1ga.png,2019,4,52.30677441,4.956642709,59.024,75,15,UnJ9c-EATrtxMNt0cHdztAb.png,2021,3,51.48313074,3.622617946,124.285,6,1,4,4,5,10,3,3,4,4,3,East
94,34,2,14,1,0,-150,0,rj5OfnD1TMIdRlLLnGx4Ygb.png,2020,8,52.29258356,5.624546659,198.006,75,15,u-DtLjThHebnh2l16UleVga.png,2020,8,52.62511785,6.040069942,72.825,6,1,4,4,5,10,3,3,4,4,3,East
95,34,1,14,1,0,-150,10,tLaRl3PP5KyWIr6xBi38Oga.png,2021,9,52.40957268,6.907204778,10.335,-75,-5,MVfj6_ttpBx2gedSRCeT4wb.png,2019,3,52.73366675,4.98483928,225.894,6,1,4,4,5,10,3,3,4,4,3,East
96,34,1,14,0,1,0,10,nrLqRGZknyCvu3GL1srMxQb.png,2022,3,52.2124593,6.890179301,266.732,225,-10,g38ANt0a80rLIdMx9OJgWga.png,2019,6,52.43962354,4.991018174,44.935,6,1,4,4,5,10,3,3,4,4,3,East
97,34,1,14,0,1,-150,0,by56JkTbYaCcN-URiCAhXAb.png,2020,8,53.21005399,5.787309363,239.835,-225,5,qbRIqdyMaPNQSOt3NY4srwa.png,2019,6,52.30960207,4.960366327,-30.422,6,1,4,4,5,10,3,3,4,4,3,East
98,34,2,14,1,0,-150,15,LhW6KkPILs5vYhWTKBfKsAa.png,2021,8,51.17912217,6.00750651,-69.363,150,0,WsTsoDw_3r_7pdaU3ihQKAb.png,2019,4,51.24594773,5.670713625,138.851,6,1,4,4,5,10,3,3,4,4,3,East
99,34,1,14,0,1,0,-15,d6WIP-qRJr98acV4Ob47sga.png,2019,5,51.83124788,5.858347902,-84.004,75,10,HJ-lj3AgV6RSipWfCydDOga.png,2021,9,52.36875828,4.871026273,60.922,6,1,4,4,5,10,3,3,4,4,3,East
100,34,1,14,0,1,-225,-10,6Yn4FYKwMbsQv5P6bJ0zZwb.png,2020,10,52.70140176,5.29304746,232.003,225,-5,m8JCRji_x3hTJl3YNhJDNAa.png,2022,4,51.68626226,3.900332192,5.059,6,1,4,4,5,10,3,3,4,4,3,East
101,34,1,14,1,0,-150,10,NGImpnFKwEGBRDE1yeCL5wb.png,2021,6,51.6590624,5.237071857,213.877,150,15,tIGoLoyQ_5lC1Bh4NoPMzQa.png,2019,4,51.58142403,4.919953839,77.775,6,1,4,4,5,10,3,3,4,4,3,East
102,34,1,14,1,0,-75,-10,mDSyTPxcPexNk0j4iKVxiwb.png,2021,7,51.43955605,5.487632682,260.462,0,5,0PEWI_IJNCpuoQUKCaAIfwb.png,2020,9,50.96054187,5.817508506,134.645,6,1,4,4,5,10,3,3,4,4,3,East
103,34,1,14,0,1,150,10,kVSNx7zmbGjXdBFgzs3ttgb.png,2021,10,51.48882935,3.592244574,133.615,225,-15,PXwYHBExV2Lalzrs8t2c7ga.png,2020,11,52.20966442,6.96076489,-82.523,6,1,4,4,5,10,3,3,4,4,3,East
104,36,1,15,1,0,-150,10,L-6A3SQiCOg5GD27OvgZ9Qa.png,2021,8,51.8663581,5.851707159,-9.232,75,15,jKHg7NKb7xzlzAJ-wsGNBgb.png,2021,9,52.35768514,4.896753042,183.812,6,1,4,4,6,10,10,9,4,4,2,East
